STT;Loại hàng hóa;Tên hàng hóa;Đơn vị tính;Thông số kỹ thuật;Giá thẩm định(VND);Chứng thư thẩm định số;Ngày thẩm định;Nguồn dữ liệu;Người thẩm định
204;;"Bộ amply thông báo
";Bộ;"A268 - HUSIX
Châu Á
61 Bộ amply thông báo
- Âmply được thiết kế 2 vùng riêng biệt và hoạt động độc lập là mic in và line in
- Cổng input 1,2 – 20dB, 10kΩ không cân bằng, jack RCA ( hoa sen) kết nối điện thoại, máy tính, máy tính bảng, DVD
- Có cổng Bluetooth - USB
- Ngõ vào: Micro 1 – Micro 2 ( jack 6 ly) – 60dB, 600Ω cân bằng
- Micro không dây cho Channel 1 và Channel 2
- Công suất ra loa trung bình: 100W; Công suất max: 260W
- Nguồn điện: 220V – 240V / 50Hz
- Đáp tuyến tần số: 50 – 18KHz (±3 dB)
- Độ méo âm: Dưới 1% ( tại 1kHz, 1/3 công suất ra)
- Ngõ ra loa: Trở kháng 4Ω ÷ 16Ω
- Tỷ lệ S/N ( Tín hiệu trên nhiễu): > 60dB
- Điều chỉnh âm sắc:
+ âm trầm: ±10dB tại 100Hz
+ âm bổng: ±10dB tại 10 KHz
- Kích thước: 480 (W) – 110 (H) x 260 (D) mm
- 02 micro không dây
- Trọng lượng: 8,2 kg
";6890000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
205;;"Loa treo tường
";Cái;" H6 KP 801-HUSIX
Châu Á
62 Loa treo tường
Công suất  RMS: 50W (Max 100W)
Độ nhạy: 95db
Dải tần: 40HZ – 20KHZ
Trở kháng: 8 OHM
Loa treo đứng
Chất liệu: Gỗ ép , sơn đen chống nước
Kích thước: Rộng x Cao x Sâu : 260 x 390 x ( 230 : 135 ) mm
Trọng lượng: 6,5 kg";1552500;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
206;;Dây HDMI 20m;Cái;;1000000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;Thẩm định;Bùi Thị Trà Giang
207;;Dây điện 2x2,5;m;;20900;405/2025/1206/CTTĐG-VNVIC;28/11/2025;Thẩm định;Bùi Thị Trà Giang
208;;Dây điện 2x1;m;;12000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;Thẩm định;Bùi Thị Trà Giang
209;;ổ cắm 3D3SN 5m;Cái;;150000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;Thẩm định;Bùi Thị Trà Giang
210;;Dây loa 2x0,75;m;;25000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;Thẩm định;Bùi Thị Trà Giang
211;;Dây mạng Cat6;m;;12082;405/2025/1206/CTTĐG-VNVIC;28/11/2025;Thẩm định;Bùi Thị Trà Giang
212;;Vật tư phụ (hạt mạng, băng dính, dây thít, vít nở, ống ghen…);Gói;;800000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;Thẩm định;Bùi Thị Trà Giang
213;;Nhân công triển khai;Gói;;10000000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
214;;Chi phí đào tạo: Hướng dẫn đào tạo triển khai cho người dùng tại 1 điểm địa bàn;Địa bàn;"Ricoh IX1300
Máy scan A4
Loại máy: máy scan tài liệu
Chế độ nạp giấy: Tự động (ADF) và nạp từng tờ phía trước
Cảm biến hình ảnh: CIS x 2
Khổ giấy scan: tối đa A4, thẻ nhựa, quét khổ A3 với bộ careir sheet
Tốc độ scan: tối đa 30 trang/phút (trắng đen, màu, 200/300 dpi)
Khay nạp bản gốc: tối đa 20 tờ
Định dạng file scan: PDF, JPEG, TIFF,  
Chuẩn kết nối: USB 32 Gen 1x1 (tương thích USB 20/11), Wifi 80211 ac 
Chức năng đặc biệt: scan 2 mặt tự động, scan thẻ nhựa dày lên đến 076mm, scan giấy dài lên đến 3 mét, cảm biến siêu âm phát hiện giấy nạp kép, tự động xoay ảnh theo chiều chữ, tự động bỏ trang trắng, tự động nhận biết khổ giấy Phần mềm ABBYY FineReader Sprint - Tích hợp sẵn nhận dạng Tiếng Việt (OCR), chuyển đổi sang file văn bản có thể chỉnh sửa Word, Excel, PDF tìm kiếm, …";3000000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
215;;"Máy scan A4
";Cái;"Ricoh IX1300
Máy scan A4
Loại máy: máy scan tài liệu
Chế độ nạp giấy: Tự động (ADF) và nạp từng tờ phía trước
Cảm biến hình ảnh: CIS x 2
Khổ giấy scan: tối đa A4, thẻ nhựa, quét khổ A3 với bộ careir sheet
Tốc độ scan: tối đa 30 trang/phút (trắng đen, màu, 200/300 dpi)
Khay nạp bản gốc: tối đa 20 tờ
Định dạng file scan: PDF, JPEG, TIFF,  
Chuẩn kết nối: USB 32 Gen 1x1 (tương thích USB 20/11), Wifi 80211 ac 
Chức năng đặc biệt: scan 2 mặt tự động, scan thẻ nhựa dày lên đến 076mm, scan giấy dài lên đến 3 mét, cảm biến siêu âm phát hiện giấy nạp kép, tự động xoay ảnh theo chiều chữ, tự động bỏ trang trắng, tự động nhận biết khổ giấy Phần mềm ABBYY FineReader Sprint - Tích hợp sẵn nhận dạng Tiếng Việt (OCR), chuyển đổi sang file văn bản có thể chỉnh sửa Word, Excel, PDF tìm kiếm, …";17295000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
216;;Máy tính để bàn HP ;Cái;"HP M01
Máy tính để bàn HP M01-F4013d PC (AZ0F2PA)
Intel® Core™ i5-14400 (up to 47 GHz with Intel® Turbo
Boost Technology, 20 MB L3 cache, 10 cores,
16 threads) 
Bộ nhớ: 16 GB DDR4-3200 MT/s (2 x 8 GB)
Ổ cứng: 512 GB PCIe® NVMe™ M2 SSD
Graphics: Integrated, ntegrated";15500000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
217;;"Màn hình Viewsonic VA2532-H 
";Cái;"VA2532-H
Màn hình Viewsonic VA2532-H 
245Inch/ Full HD/ 1ms/ 100HZ/ 250cd/m2/ IPS";2289000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
218;;"Máy in Laser Brother
";Cái;"HL-L2361DN
Máy in Laser Brother
Tốc độ in A4 lên đến 30 trang mỗi phút (Trắng Đen)
AirPrint, LAN, USB 20
In 2 mặt tự động (Duplex), Màn hình LCD 1 dòng
Hộp mực in laser đầy đủ đính kèm Hiệu suất lên đến 2600 trang (Trắng Đen)*
Tương thích với ứng dụng di động Brother iPrint&Scan
Bảo hành 24 tháng tại trung tâm bảo hành";4500000;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
219;;"Bộ lưu điện
";Cái;"TG750 PRO
Bộ lưu điện
Bộ lưu điện Santak TG750 PRO (300W-750VA) UPST0046";1749600;405/2025/1206/CTTĐG-VNVIC;28/11/2025;…;Bùi Thị Trà Giang
220;;"Màn hình LED P3 Trong nhà hãng Dahua
KT hiển thị : 4992 x 2688mm
Pixel : 1664*896 (Rộng 26 tấm x Cao 14 tấm )";m2;"1	""Modul P3
(Dự phòng 2 tấm )""	""- Model : P3
- KT :192 x 192mm
- Pixel : 64*64
- SMD2121 Bóng đồng, chân đồng
- Tần số làm tươi 3840hz
- Môi trường làm việc : Trong nhà
- Số lượng: 366 tấm""
2	""Nguồn 5v60a Binazk
(Dự phòng 2 chiếc )""	""- Model : 5v60a
- Công suất : 300W
- Số lượng: 48 chiếc""
3	Card nhận Bx V75E	""- Model : Bx V75E
- Pixel : 256*384
- Số lượng: 26 chiếc""
4	XLHA Bx OVP-K4	""- Model : OVP-K2
- Pixel : 13 tr
- Số lượng: 01 bộ""
5	Vật tư phụ + Dự phòng	
	Dây mạng	""Cáp mạng + Tín hiệu - Hãng Dahua
– Lõi đồng nguyên chất, tín hiệu ổn định
– Chống nhiễu tốt, truyền xa hiệu quả
– Hỗ trợ băng thông cao CAT6
– Vỏ bền, phù hợp âm tường
- Số lượng: 26 sợi""
	Cáp tín hiệu	""Cáp Tín hiệu - Hãng Dahua
– Lõi đồng nguyên chất, tín hiệu ổn định
– Chống nhiễu tốt, truyền xa hiệu quả
– Hỗ trợ băng thông cao CAT6
– Vỏ bền, phù hợp âm tường loại 25cm :
- Số lượng: 55 sợi""
		""Cáp Tín hiệu - Hãng Dahua
– Lõi đồng nguyên chất, tín hiệu ổn định
– Chống nhiễu tốt, truyền xa hiệu quả
– Hỗ trợ băng thông cao CAT6
– Vỏ bền, phù hợp âm tường loại 45cm :
- Số lượng: 55 sợi""
		""Cáp Tín hiệu - Hãng Dahua
– Lõi đồng nguyên chất, tín hiệu ổn định
– Chống nhiễu tốt, truyền xa hiệu quả
– Hỗ trợ băng thông cao CAT6
– Vỏ bền, phù hợp âm tường loại 65cm :
- Số lượng: 55 sợi""
		""Cáp Tín hiệu - Hãng Dahua
– Lõi đồng nguyên chất, tín hiệu ổn định
– Chống nhiễu tốt, truyền xa hiệu quả
– Hỗ trợ băng thông cao CAT6
– Vỏ bền, phù hợp âm tường loại 85cm :
- Số lượng: 55 sợi""
- KT :192 x 192mm
- Pixel : 64*64
- SMD2121 Bóng đồng, chân đồng
- Tần số làm tươi 3840hz
- Môi trường làm việc : Trong nhà
- Số lượng: 366 tấm";16000000;405/2025/1177;13/12/2025;…;Bùi Thị Trà Giang
221;;Ốp sân khấu ;m2;"gỗ MDF cốt xanh dày 17mm
hệ khung sắt hộp 2x4, 14 ly
KT: 13,9x3,6m";1700000;405/2025/1177;13/12/2025;…;Bùi Thị Trà Giang
222;;Bộ bàn làm việc (loại bàn máy tính);bộ;"
Bàn ghế dành cho giáo viên:
 - Bàn giáo viên: có đợt, khung ống thép 30x30X1,2mm sơn tĩnh điện, mặt bàn gỗ cao su ghép thanh loại AA dày 18mm Kích thước: W1200 x D600 x H750 mm  Bàn có 1 ngăn kéo, 1 tủ cánh mở có khóa, 1 kệ để CPU và 1 khay để bàn phím, Mặt bàn có lỗ đi dây điện tiện dụng 
 - Chắn trước: Làm bằng gỗ cao su ghép thanh loại AA dày 18mm dài bằng chiều dài của khung bàn, cao bằng cao ngăn bàn,  quây bàn gần sát đất   ";2583000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
223;;Bộ ghế làm việc;bộ;"GNV-07-00/ Xuân Hòa
- Ghế ngồi : 560x560x(860-980) Rc=280
- Ghế xoay nhân viên có tay, mặt ngồi đệm mút, bọc nỉ
- Tựa ghế viền nhựa bọc lưới, ngả đàn hồi, Tay ghế bằng nhựa Ghế được điều chỉnh độ cao bằng cần hơi
- Chân ghế bằng nhựa
- Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015; ISO 14001:2015; ISO 45001:2018";787037;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
224;;Máy vi tính để bàn;bộ;"FPT
Bộ vi xử lý: Intel® Core™ i5-12400 (Bộ nhớ đệm 18M, lên đến 4,40 GHz)
Ổ cứng: SSD 256GB SATA3
Bộ nhớ trong (Ram): DDR4 8Gb bus 2666
Bảng mạch chủ: Intel® H610 Chipset; 6 x DIMM, Max 64GB, DDR4 3200/3000/2933/2800/2666/2400/2133 Non-ECC
Khe cắm mở rộng: 3 x PCI Express, 1 x PCI slot
Card màn hình onboard: Intel® Integrated graphics UHD 730 processor
Cạc âm thanh : Support 8-channel audio output
Màn hình:  FPT Elead 215'' độ phân giải FHD 1920x1080, sử dụng công nghệ A/LBL (Anti Low Blue Light) để hạn chế tác hại của ánh sáng xanh, tốt hơn cho mắt người sử dụng
Chuột, bàn phím FPT Elead kết nối USB
Bao gồm cài đặt win bản quyền và bảo hành 24 tháng
";12273000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
225;;Máy in;bộ;"Brother HL-B2080DW
Máy in laser đen trắng đơn năng khổ A4
Tính năng: In hai mặt tự động, in mạng
Tốc độ in: 34 trang/phút
Bộ nhớ: 64 MB
Độ phân giải: 2400 x 600 dpi
Khay giấy vào 250 tờ, khay giấy ra 100 tờ
Kết nối: USB 20, LAN";4727000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
226;;Bàn họp;bộ;"The One / CT2010H2
Kích Thước: W2000 x D1000 x H760 mm
Chất liệu: Gỗ công nghiệp sơn PU cao cấp
 - Bàn họp sơn PU mặt lượn
 - Chân bàn ghép hộp lượn cong soi rãnh trang trí, yếm giữa không đợt";3173000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
227;;Ghế họp;bộ;"The One / GHT11
- Kích thước: 420x550x1035
- Mô tả: Khung Ghế gỗ tự nhiên Tần bì (Acacia), phủ veneer, chống mối mọt; đệm tựa mút bọc vải
- Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015; ISO 14001:2015; ISO 45001:2018";809000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
228;;Tủ tài liệu;bộ;"The One TU09K3BCK
Tủ đựng hồ sơ tài liệu:
- Kích thước: Dài 100 cm x Sâu 45 cm x cao 183 cm
- Kích thước kính: Dài 1015 mm x Rộng 410 mm x 3 mm
Tủ đựng hồ sơ tài liệu:
- Tủ hồ sơ mặt hình chữ nhật
- Tủ gồm 2 khoang
+ Khoang trên có 2 đợt di động, khung cánh kính lùa
+ Khoang dưới có 2 cánh sắt lùa
- Chất liệu: Sắt sơn tĩnh điện màu ghi sáng, tay nắm nhựa
- Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015; ISO 14001:2015; ISO 45001:2018";3333333;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
229;;Tủ đựng trang phục nghi thức;bộ;"The One TMG 983-3K
- Kích thước: 1000x450x1830mm 
- Tủ sắt thẳng đứng, sơn tĩnh điện có 2 khoang;
- Khoang trên có 2 ô cánh mở, khung thép sơn tỉnh điện theo tiêu chuẩn JIS, kính trong suốt, có khóa
- Khoang dưới có 2 ngăn, cánh cửa thép sơn tĩnh điện
- Các cửa mở có khóa và nắm tay cầm riêng biệt";2937000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
230;;Giá thiết bị;bộ;"The One GS2K1
Kích Thước: W1030 x D457 x H2000 mm
 - Giá thép đa năng đựng tài liệu
 - Giá chia thành 5 tầng, gồm các đợt cố định
 - Thanh trụ thép hộp chắc chắn
 - Chất liệu: Sắt sơn tĩnh điện cao cấp";2140000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
231;;Cây nước lóng lạnh;bộ;"Sơn Hà 09HCB01-W
Cây nước nóng lạnh: chip 3 vòi trắng có khóa trẻ em
Bình chứa Inox SUS 304 an toàn
Kích thước: 340x330x980
Thông số kỹ thuật
+ Điện áp sử dụng  : 220V ~ 240VAC - 50/60Hz
+ Công suất làm nóng: 550W
+ Công suất làm lạnh: 90W
+ Nhiệt độ nước nóng: 85-95°C
+ Nhiệt độ nước lạnh: 0-10°C
+ Có chức năng khóa trẻ em cho phần lấy nước bên nóng 
+ Vỏ tủ làm bằng Tôn sơn tĩnh điện kết hợp với nhựa ABS và PP
+ Kích thước : 340x330x980mm
+ Dòng điện làm mát định mức : 075A
Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015;";3500000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
232;; Loa kéo tích hợp amply;bộ;"Loa kéo Soundbox 1525G
""- Cấu tạo: 1 loa bass 40cm dạng Coil, 1 loa treble dạng họng kèn
- Công suất RMS/Max: 220W/500W
- Pin: 8 - 10 tiếng
- Đi kèm 2 micro không dây UHF hát hay (tùy chọn được kiểu cấp nguồn cho tay micro)
- Kết nối: Bluetooth, Jack cắm hoa sen, SD, USB
- Tiện ích: Màn hiển thị LCD, Có điều khiển từ xa, Chức năng TWS kết nối 2 loa  Có bánh xe dễ dàng di chuyển
- Có chức năng bật/tắt voice khi thay đổi chế độ
- Có chức năng ghi record lại vào thẻ nhớ hoặc usb
- Hỗ trợ nghe nhạc qua thẻ nhớ SD, USB, hát karaoke offline qua USB
- Tặng kèm pin sạc + thay pin có thể thay được
- Kích thước(RxCxS): 446 x 734 x 300 mm
- Trọng lượng: 309 kg""";6890000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
233;;Bảng ghim nỉ treo tường;bộ;"
Bảng ghim nỉ treo tường:
- Kích thước: R800xC1200 mm
- Mô tả: Bảng có thiết kế khung bằng nhôm sáng bóng sang trọng, gọn nhẹ cùng các góc bo bằng nhựa an toàn cho người sử dụng Ghim cắm ngập không để lại vết  Cốt nhựa chống cong vênh và chịu nước 100% Ở giữa có một lớp cao su dày có độ đàn hồi tốt, giúp ghim tài liệu dễ dàng hơn ";587714;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
234;;Bảng Foocmaika trắng treo tường;bộ;"
Bảng trắng từ khung nhôm :
- Kích thước: R1600xC1200 mm
- Mô tả: Bảng từ trắng khung nhôm, có thể viết bút dạ loại xóa được, có thể đính thông tin bằng nam châm lên mặt bảng, có khay để bút đi kèm
Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015; ";926000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
235;;Biển tên phòng;bộ;"
Biển tên phòng:
- Kích thước: 200x300 mm
- Chất liệu mặt inox in UV, nội dung 2 mặt giống nhau Khung mica Có chân tháo rời để lắp đặt 
- Kích thước 20 x 30 cm ";550000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
236;;Bộ bàn làm việc (loại bàn máy tính);bộ;"
Bàn ghế dành cho giáo viên:
 - Bàn giáo viên: có đợt, khung ống thép 30x30X1,2mm sơn tĩnh điện, mặt bàn gỗ cao su ghép thanh loại AA dày 18mm Kích thước: W1200 x D600 x H750 mm  Bàn có 1 ngăn kéo, 1 tủ cánh mở có khóa, 1 kệ để CPU và 1 khay để bàn phím, Mặt bàn có lỗ đi dây điện tiện dụng 
 - Chắn trước: Làm bằng gỗ cao su ghép thanh loại AA dày 18mm dài bằng chiều dài của khung bàn, cao bằng cao ngăn bàn,  quây bàn gần sát đất   ";2583000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
237;;Bộ ghế làm việc;bộ;"GNV-07-00/ Xuân Hòa
- Ghế ngồi : 560x560x(860-980) Rc=280
- Ghế xoay nhân viên có tay, mặt ngồi đệm mút, bọc nỉ
- Tựa ghế viền nhựa bọc lưới, ngả đàn hồi, Tay ghế bằng nhựa Ghế được điều chỉnh độ cao bằng cần hơi
- Chân ghế bằng nhựa
- Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015; ISO 14001:2015; ISO 45001:2018";787037;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
238;;Máy vi tính để bàn;bộ;"FPT
Bộ vi xử lý: Intel® Core™ i5-12400 (Bộ nhớ đệm 18M, lên đến 4,40 GHz)
Ổ cứng: SSD 256GB SATA3
Bộ nhớ trong (Ram): DDR4 8Gb bus 2666
Bảng mạch chủ: Intel® H610 Chipset; 6 x DIMM, Max 64GB, DDR4 3200/3000/2933/2800/2666/2400/2133 Non-ECC
Khe cắm mở rộng: 3 x PCI Express, 1 x PCI slot
Card màn hình onboard: Intel® Integrated graphics UHD 730 processor
Cạc âm thanh : Support 8-channel audio output
Màn hình:  FPT Elead 215'' độ phân giải FHD 1920x1080, sử dụng công nghệ A/LBL (Anti Low Blue Light) để hạn chế tác hại của ánh sáng xanh, tốt hơn cho mắt người sử dụng
Chuột, bàn phím FPT Elead kết nối USB
Bao gồm cài đặt win bản quyền và bảo hành 24 tháng
";12273000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
239;;Máy in;bộ;"Brother HL-B2080DW
Máy in laser đen trắng đơn năng khổ A4
Tính năng: In hai mặt tự động, in mạng
Tốc độ in: 34 trang/phút
Bộ nhớ: 64 MB
Độ phân giải: 2400 x 600 dpi
Khay giấy vào 250 tờ, khay giấy ra 100 tờ
Kết nối: USB 20, LAN";4727000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
240;;Bàn họp;bộ;"The One / CT2010H2
Kích Thước: W2000 x D1000 x H760 mm
Chất liệu: Gỗ công nghiệp sơn PU cao cấp
 - Bàn họp sơn PU mặt lượn
 - Chân bàn ghép hộp lượn cong soi rãnh trang trí, yếm giữa không đợt";3173000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
241;;Ghế họp;bộ;"The One / GHT11
- Kích thước: 420x550x1035
- Mô tả: Khung Ghế gỗ tự nhiên Tần bì (Acacia), phủ veneer, chống mối mọt; đệm tựa mút bọc vải
- Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015; ISO 14001:2015; ISO 45001:2018";809000;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
242;;Tủ tài liệu;bộ;"The One TU09K3BCK
Tủ đựng hồ sơ tài liệu:
- Kích thước: Dài 100 cm x Sâu 45 cm x cao 183 cm
- Kích thước kính: Dài 1015 mm x Rộng 410 mm x 3 mm
Tủ đựng hồ sơ tài liệu:
- Tủ hồ sơ mặt hình chữ nhật
- Tủ gồm 2 khoang
+ Khoang trên có 2 đợt di động, khung cánh kính lùa
+ Khoang dưới có 2 cánh sắt lùa
- Chất liệu: Sắt sơn tĩnh điện màu ghi sáng, tay nắm nhựa
- Sản phẩm sản xuất trên dây chuyền công nghệ được chứng nhận quản lý chất lượng theo tiêu chuẩn: ISO 9001:2015; ISO 14001:2015; ISO 45001:2018";3333333;: 405/2025/294/CTTĐG-VNVIC;15/12/2025;…;Bùi Thị Trà Giang
